-183.674, 78.260, 1.571,  1.765
-183.670, 78.208, 1.576,  1.798
-183.665, 78.155, 1.582,  1.831
-183.661, 78.102, 1.588,  1.864
-183.656, 78.049, 1.594,  1.897
-183.652, 77.996, 1.599,  1.930
-183.647, 77.943, 1.605,  1.963
-183.642, 77.890, 1.610,  1.996
-183.638, 77.836, 1.615,  2.029
-183.633, 77.782, 1.621,  2.062
-183.628, 77.728, 1.626,  2.095
-183.623, 77.674, 1.631,  2.128
-183.618, 77.620, 1.637,  2.161
-183.613, 77.565, 1.642,  2.194
-183.608, 77.511, 1.648,  2.227
-183.603, 77.456, 1.653,  2.260
-183.598, 77.401, 1.658,  2.293
-183.592, 77.346, 1.664,  2.326
-183.587, 77.290, 1.670,  2.359
-183.582, 77.235, 1.675,  2.392
-183.576, 77.179, 1.680,  2.425
-183.571, 77.123, 1.685,  2.458
-183.565, 77.067, 1.691,  2.491
-183.560, 77.011, 1.696,  2.524
-183.554, 76.955, 1.702,  2.557
-183.548, 76.898, 1.707,  2.590
-183.543, 76.841, 1.712,  2.623
-183.537, 76.784, 1.718,  2.656
-183.531, 76.727, 1.724,  2.689
-183.525, 76.670, 1.729,  2.722
-183.519, 76.612, 1.734,  2.755
-183.513, 76.555, 1.740,  2.788
-183.507, 76.497, 1.746,  2.821
-183.501, 76.439, 1.752,  2.854
-183.495, 76.381, 1.757,  2.887
-183.489, 76.322, 1.763,  2.920
-183.482, 76.264, 1.768,  2.953
-183.476, 76.205, 1.774,  2.986
-183.470, 76.146, 1.779,  3.019
-183.463, 76.087, 1.785,  3.052
-183.457, 76.028, 1.791,  3.085
-183.450, 75.968, 1.797,  3.118
-183.444, 75.908, 1.802,  3.151
-183.437, 75.849, 1.808,  3.184
-183.431, 75.788, 1.814,  3.217
-183.424, 75.728, 1.820,  3.250
-183.417, 75.668, 1.826,  3.283
-183.411, 75.607, 1.831,  3.316
-183.404, 75.546, 1.837,  3.349
-183.397, 75.485, 1.843,  3.382
-183.390, 75.424, 1.849,  3.415
-183.383, 75.363, 1.855,  3.448
-183.376, 75.301, 1.861,  3.481
-183.369, 75.239, 1.866,  3.514
-183.362, 75.177, 1.872,  3.547
-183.355, 75.115, 1.879,  3.580
-183.348, 75.053, 1.885,  3.613
-183.341, 74.990, 1.890,  3.646
-183.333, 74.928, 1.896,  3.679
-183.326, 74.865, 1.903,  3.712
-183.319, 74.801, 1.909,  3.745
-183.311, 74.738, 1.915,  3.778
-183.304, 74.674, 1.921,  3.811
-183.297, 74.611, 1.927,  3.844
-183.289, 74.547, 1.933,  3.877
-183.282, 74.483, 1.939,  3.910
-183.274, 74.418, 1.946,  3.943
-183.266, 74.354, 1.952,  3.976
-183.259, 74.289, 1.958,  4.009
-183.251, 74.224, 1.964,  4.042
-183.243, 74.159, 1.971,  4.075
-183.236, 74.093, 1.977,  4.108
-183.228, 74.028, 1.983,  4.141
-183.220, 73.962, 1.989,  4.174
-183.212, 73.896, 1.995,  4.207
-183.204, 73.830, 2.002,  4.240
-183.196, 73.763, 2.009,  4.273
-183.189, 73.697, 2.015,  4.306
-183.181, 73.630, 2.021,  4.339
-183.173, 73.563, 2.028,  4.372
-183.164, 73.495, 2.034,  4.405
-183.156, 73.428, 2.040,  4.438
-183.148, 73.360, 2.046,  4.471
-183.140, 73.292, 2.053,  4.504
-183.132, 73.224, 2.060,  4.537
-183.124, 73.156, 2.067,  4.570
-183.116, 73.087, 2.073,  4.603
-183.107, 73.019, 2.080,  4.636
-183.099, 72.949, 2.087,  4.669
-183.091, 72.880, 2.093,  4.702
-183.082, 72.811, 2.099,  4.735
-183.074, 72.741, 2.106,  4.768
-183.066, 72.671, 2.113,  4.801
-183.057, 72.601, 2.120,  4.834
-183.049, 72.531, 2.126,  4.867
-183.040, 72.460, 2.133,  4.900
-183.032, 72.390, 2.141,  4.933
-183.023, 72.319, 2.147,  4.966
-183.015, 72.247, 2.153,  4.999
-183.006, 72.176, 2.160,  5.032
-182.998, 72.104, 2.168,  5.065
-182.989, 72.032, 2.175,  5.098
-182.981, 71.960, 2.181,  5.131
-182.972, 71.888, 2.187,  5.164
-182.963, 71.815, 2.195,  5.197
-182.955, 71.742, 2.203,  5.230
-182.946, 71.669, 2.209,  5.263
-182.937, 71.596, 2.216,  5.296
-182.928, 71.522, 2.223,  5.329
-182.920, 71.449, 2.231,  5.362
-182.911, 71.375, 2.238,  5.395
-182.902, 71.300, 2.245,  5.428
-182.893, 71.226, 2.252,  5.461
-182.885, 71.151, 2.259,  5.494
-182.876, 71.076, 2.266,  5.527
-182.867, 71.001, 2.274,  5.560
-182.858, 70.926, 2.281,  5.593
-182.849, 70.850, 2.288,  5.626
-182.840, 70.774, 2.295,  5.659
-182.831, 70.698, 2.302,  5.692
-182.822, 70.621, 2.310,  5.725
-182.813, 70.545, 2.317,  5.758
-182.805, 70.468, 2.324,  5.791
-182.796, 70.391, 2.332,  5.824
-182.787, 70.313, 2.340,  5.857
-182.778, 70.236, 2.347,  5.890
-182.769, 70.158, 2.353,  5.923
-182.760, 70.080, 2.361,  5.956
-182.751, 70.001, 2.370,  5.989
-182.742, 69.922, 2.377,  6.022
-182.733, 69.844, 2.384,  6.055
-182.724, 69.764, 2.392,  6.088
-182.715, 69.685, 2.399,  6.121
-182.706, 69.605, 2.406,  6.154
-182.697, 69.525, 2.414,  6.187
-182.688, 69.445, 2.422,  6.220
-182.679, 69.365, 2.430,  6.253
-182.670, 69.284, 2.438,  6.286
-182.661, 69.203, 2.445,  6.319
-182.652, 69.122, 2.453,  6.352
-182.643, 69.040, 2.461,  6.385
-182.634, 68.959, 2.469,  6.418
-182.625, 68.877, 2.476,  6.451
-182.616, 68.795, 2.484,  6.484
-182.607, 68.712, 2.492,  6.517
-182.598, 68.629, 2.501,  6.550
-182.589, 68.546, 2.508,  6.583
-182.580, 68.463, 2.516,  6.616
-182.571, 68.379, 2.524,  6.649
-182.561, 68.295, 2.532,  6.682
-182.552, 68.211, 2.540,  6.715
-182.544, 68.127, 2.549,  6.748
-182.535, 68.042, 2.556,  6.781
-182.526, 67.957, 2.564,  6.814
-182.517, 67.872, 2.573,  6.847
-182.508, 67.786, 2.581,  6.880
-182.499, 67.701, 2.590,  6.913
-182.490, 67.615, 2.598,  6.946
-182.481, 67.528, 2.605,  6.979
-182.472, 67.442, 2.614,  7.012
-182.463, 67.355, 2.623,  7.045
-182.454, 67.268, 2.630,  7.078
-182.445, 67.180, 2.639,  7.111
-182.436, 67.092, 2.647,  7.144
-182.427, 67.004, 2.656,  7.177
-182.419, 66.916, 2.665,  7.210
-182.410, 66.827, 2.673,  7.243
-182.401, 66.739, 2.680,  7.276
-182.392, 66.649, 2.689,  7.309
-182.383, 66.560, 2.699,  7.342
-182.374, 66.470, 2.707,  7.375
-182.366, 66.380, 2.715,  7.408
-182.357, 66.290, 2.724,  7.441
-182.348, 66.199, 2.733,  7.474
-182.340, 66.108, 2.743,  7.507
-182.331, 66.017, 2.751,  7.540
-182.322, 65.926, 2.759,  7.573
-182.313, 65.834, 2.768,  7.606
-182.305, 65.742, 2.777,  7.639
-182.296, 65.649, 2.786,  7.672
-182.288, 65.557, 2.795,  7.705
-182.279, 65.464, 2.803,  7.738
-182.271, 65.370, 2.812,  7.771
-182.262, 65.277, 2.822,  7.804
-182.253, 65.183, 2.831,  7.837
-182.245, 65.089, 2.839,  7.870
-182.237, 64.994, 2.849,  7.903
-182.228, 64.899, 2.858,  7.936
-182.220, 64.804, 2.867,  7.969
-182.211, 64.709, 2.876,  8.002
-182.203, 64.613, 2.885,  8.035
-182.195, 64.517, 2.894,  8.068
-182.186, 64.421, 2.904,  8.101
-182.178, 64.324, 2.913,  8.134
-182.170, 64.227, 2.922,  8.167
-182.162, 64.130, 2.932,  8.200
-182.153, 64.032, 2.942,  8.233
-182.145, 63.934, 2.951,  8.266
-182.137, 63.836, 2.960,  8.299
-182.129, 63.737, 2.970,  8.332
-182.121, 63.638, 2.980,  8.365
-182.113, 63.539, 2.989,  8.398
-182.105, 63.440, 2.998,  8.431
-182.097, 63.340, 3.008,  8.464
-182.089, 63.239, 3.018,  8.497
-182.081, 63.139, 3.028,  8.530
-182.073, 63.038, 3.037,  8.563
-182.065, 62.937, 3.046,  8.596
-182.058, 62.835, 3.056,  8.629
-182.050, 62.734, 3.067,  8.662
-182.042, 62.631, 3.077,  8.695
-182.034, 62.529, 3.085,  8.728
-182.027, 62.426, 3.096,  8.761
-182.019, 62.323, 3.107,  8.794
-182.011, 62.219, 3.116,  8.827
-182.004, 62.115, 3.125,  8.860
-181.996, 62.011, 3.136,  8.893
-181.989, 61.907, 3.146,  8.926
-181.981, 61.802, 3.156,  8.959
-181.974, 61.697, 3.166,  8.992
-181.967, 61.591, 3.176,  9.025
-181.959, 61.485, 3.186,  9.058
-181.952, 61.379, 3.197,  9.091
-181.945, 61.272, 3.207,  9.124
-181.938, 61.166, 3.217,  9.157
-181.930, 61.058, 3.228,  9.190
-181.923, 60.951, 3.239,  9.223
-181.916, 60.843, 3.249,  9.256
-181.909, 60.734, 3.259,  9.289
-181.902, 60.626, 3.269,  9.322
-181.895, 60.517, 3.280,  9.355
-181.888, 60.407, 3.291,  9.388
-181.881, 60.297, 3.302,  9.421
-181.874, 60.187, 3.312,  9.454
-181.868, 60.077, 3.322,  9.487
-181.861, 59.966, 3.333,  9.520
-181.854, 59.855, 3.344,  9.553
-181.848, 59.743, 3.354,  9.586
-181.841, 59.631, 3.366,  9.619
-181.834, 59.519, 3.377,  9.652
-181.828, 59.407, 3.388,  9.685
-181.821, 59.294, 3.398,  9.718
-181.815, 59.180, 3.410,  9.751
-181.809, 59.066, 3.420,  9.784
-181.802, 58.952, 3.431,  9.817
-181.796, 58.838, 3.443,  9.850
-181.790, 58.723, 3.454,  9.883
-181.783, 58.608, 3.464,  9.916
-181.777, 58.492, 3.476,  9.949
-181.771, 58.376, 3.487,  9.982
-181.765, 58.260, 3.499, 10.015
-181.759, 58.143, 3.510, 10.048
-181.753, 58.026, 3.521, 10.081
-181.747, 57.908, 3.532, 10.114
-181.741, 57.790, 3.544, 10.147
-181.736, 57.672, 3.555, 10.180
-181.730, 57.553, 3.567, 10.213
-181.724, 57.434, 3.578, 10.246
-181.718, 57.315, 3.590, 10.279
-181.713, 57.195, 3.602, 10.312
-181.707, 57.075, 3.613, 10.345
-181.702, 56.954, 3.625, 10.378
-181.696, 56.833, 3.637, 10.411
-181.691, 56.712, 3.648, 10.444
-181.685, 56.590, 3.660, 10.477
-181.680, 56.468, 3.672, 10.510
-181.675, 56.345, 3.684, 10.543
-181.669, 56.222, 3.695, 10.576
-181.664, 56.099, 3.707, 10.609
-181.659, 55.975, 3.720, 10.642
-181.654, 55.851, 3.732, 10.675
-181.649, 55.726, 3.744, 10.708
-181.644, 55.601, 3.757, 10.741
-181.639, 55.476, 3.768, 10.774
-181.634, 55.350, 3.780, 10.807
-181.629, 55.224, 3.793, 10.840
-181.625, 55.097, 3.806, 10.873
-181.620, 54.970, 3.817, 10.906
-181.615, 54.843, 3.829, 10.939
-181.611, 54.715, 3.843, 10.972
-181.606, 54.586, 3.855, 11.005
-181.601, 54.458, 3.867, 11.038
-181.597, 54.329, 3.879, 11.071
-181.592, 54.199, 3.892, 11.104
-181.588, 54.069, 3.905, 11.137
-181.584, 53.939, 3.917, 11.170
-181.579, 53.808, 3.929, 11.203
-181.575, 53.677, 3.942, 11.236
-181.571, 53.545, 3.955, 11.269
-181.567, 53.413, 3.968, 11.302
-181.563, 53.280, 3.982, 11.335
-181.559, 53.147, 3.994, 11.368
-181.555, 53.014, 4.006, 11.401
-181.551, 52.880, 4.019, 11.434
-181.547, 52.746, 4.033, 11.467
-181.543, 52.611, 4.046, 11.500
-181.539, 52.476, 4.059, 11.533
-181.536, 52.340, 4.071, 11.566
-181.532, 52.204, 4.084, 11.599
-181.528, 52.068, 4.098, 11.632
-181.525, 51.931, 4.111, 11.665
-181.521, 51.794, 4.124, 11.698
-181.518, 51.656, 4.137, 11.731
-181.514, 51.518, 4.151, 11.764
-181.511, 51.379, 4.165, 11.797
-181.507, 51.240, 4.177, 11.830
-181.504, 51.101, 4.191, 11.863
-181.501, 50.961, 4.204, 11.896
-181.498, 50.820, 4.218, 11.929
-181.494, 50.679, 4.232, 11.962
-181.491, 50.538, 4.245, 11.995
-181.488, 50.396, 4.259, 12.028
-181.485, 50.254, 4.273, 12.061
-181.482, 50.111, 4.287, 12.094
-181.479, 49.968, 4.300, 12.127
-181.476, 49.824, 4.314, 12.160
-181.473, 49.680, 4.328, 12.193
-181.471, 49.535, 4.342, 12.226
-181.468, 49.390, 4.356, 12.259
-181.465, 49.245, 4.370, 12.292
-181.463, 49.099, 4.384, 12.325
-181.460, 48.952, 4.398, 12.358
-181.457, 48.805, 4.412, 12.391
-181.455, 48.658, 4.426, 12.424
-181.452, 48.510, 4.441, 12.457
-181.450, 48.362, 4.455, 12.490
-181.448, 48.213, 4.469, 12.523
-181.445, 48.064, 4.483, 12.556
-181.443, 47.914, 4.498, 12.589
-181.441, 47.763, 4.513, 12.622
-181.438, 47.613, 4.527, 12.655
-181.436, 47.461, 4.541, 12.688
-181.434, 47.310, 4.556, 12.721
-181.432, 47.157, 4.572, 12.754
-181.430, 47.005, 4.586, 12.787
-181.428, 46.851, 4.601, 12.820
-181.426, 46.698, 4.615, 12.853
-181.424, 46.543, 4.630, 12.886
-181.422, 46.389, 4.645, 12.919
-181.420, 46.234, 4.660, 12.952
-181.418, 46.078, 4.676, 12.985
-181.416, 45.922, 4.691, 13.018
-181.415, 45.765, 4.706, 13.051
-181.413, 45.608, 4.721, 13.084
-181.411, 45.450, 4.736, 13.117
-181.410, 45.292, 4.752, 13.150
-181.408, 45.133, 4.767, 13.183
-181.407, 44.974, 4.782, 13.216
-181.405, 44.814, 4.797, 13.249
-181.403, 44.653, 4.813, 13.282
-181.402, 44.493, 4.829, 13.315
-181.401, 44.331, 4.844, 13.348
-181.399, 44.169, 4.859, 13.381
-181.398, 44.007, 4.875, 13.414
-181.396, 43.844, 4.892, 13.447
-181.395, 43.681, 4.908, 13.480
-181.394, 43.517, 4.923, 13.513
-181.393, 43.352, 4.939, 13.546
-181.392, 43.187, 4.954, 13.579
-181.390, 43.022, 4.971, 13.612
-181.389, 42.855, 4.988, 13.645
-181.388, 42.689, 5.003, 13.678
-181.387, 42.522, 5.019, 13.711
-181.386, 42.354, 5.036, 13.744
-181.385, 42.186, 5.052, 13.777
-181.384, 42.017, 5.068, 13.810
-181.383, 41.848, 5.084, 13.843
-181.382, 41.678, 5.100, 13.876
-181.381, 41.507, 5.111, 13.909
-181.380, 41.337, 5.112, 13.942
-181.379, 41.167, 5.104, 13.975
-181.379, 40.997, 5.105, 14.008
-181.378, 40.826, 5.122, 14.041
-181.377, 40.655, 5.153, 14.074
-181.376, 40.482, 5.189, 14.107
-181.376, 40.308, 5.216, 14.140
-181.375, 40.134, 5.231, 14.173
-181.374, 39.959, 5.240, 14.206
-181.374, 39.784, 5.252, 14.239
-181.373, 39.609, 5.271, 14.272
-181.372, 39.432, 5.295, 14.305
-181.372, 39.255, 5.318, 14.338
-181.371, 39.077, 5.338, 14.371
-181.371, 38.899, 5.354, 14.404
-181.370, 38.720, 5.370, 14.437
-181.370, 38.541, 5.388, 14.470
-181.369, 38.361, 5.407, 14.503
-181.369, 38.180, 5.427, 14.536
-181.368, 37.998, 5.446, 14.569
-181.368, 37.816, 5.464, 14.602
-181.367, 37.634, 5.481, 14.635
-181.367, 37.451, 5.499, 14.668
-181.367, 37.267, 5.518, 14.701
-181.366, 37.082, 5.537, 14.734
-181.366, 36.897, 5.555, 14.767
-181.366, 36.712, 5.574, 14.800
-181.365, 36.525, 5.592, 14.833
-181.365, 36.339, 5.610, 14.866
-181.365, 36.151, 5.629, 14.899
-181.365, 35.963, 5.648, 14.932
-181.364, 35.774, 5.666, 14.965
-181.364, 35.585, 5.684, 14.998
-181.364, 35.395, 5.703, 15.031
-181.364, 35.204, 5.721, 15.064
-181.363, 35.013, 5.741, 15.097
-181.363, 34.821, 5.760, 15.130
-181.363, 34.629, 5.779, 15.163
-181.363, 34.435, 5.798, 15.196
-181.363, 34.242, 5.816, 15.229
-181.363, 34.047, 5.835, 15.262
-181.363, 33.852, 5.855, 15.295
-181.363, 33.656, 5.874, 15.328
-181.362, 33.460, 5.893, 15.361
-181.362, 33.263, 5.913, 15.394
-181.362, 33.065, 5.932, 15.427
-181.362, 32.867, 5.951, 15.460
-181.362, 32.668, 5.971, 15.493
-181.362, 32.469, 5.990, 15.526
-181.362, 32.268, 6.010, 15.559
-181.362, 32.068, 6.030, 15.592
-181.362, 31.866, 6.049, 15.625
-181.362, 31.664, 6.069, 15.658
-181.362, 31.461, 6.089, 15.691
-181.362, 31.257, 6.109, 15.724
-181.362, 31.053, 6.129, 15.757
-181.362, 30.848, 6.149, 15.790
-181.362, 30.643, 6.169, 15.823
-181.362, 30.437, 6.189, 15.856
-181.362, 30.230, 6.210, 15.889
-181.362, 30.022, 6.230, 15.922
-181.362, 29.814, 6.250, 15.955
-181.362, 29.605, 6.270, 15.988
-181.362, 29.395, 6.291, 16.021
-181.362, 29.185, 6.312, 16.054
-181.362, 28.974, 6.333, 16.087
-181.362, 28.762, 6.353, 16.120
-181.362, 28.550, 6.374, 16.153
-181.362, 28.337, 6.395, 16.186
-181.362, 28.123, 6.416, 16.219
-181.362, 27.909, 6.437, 16.252
-181.362, 27.694, 6.458, 16.285
-181.362, 27.478, 6.479, 16.318
-181.362, 27.261, 6.501, 16.351
-181.362, 27.044, 6.522, 16.384
-181.363, 26.826, 6.543, 16.417
-181.363, 26.607, 6.565, 16.450
-181.363, 26.388, 6.586, 16.483
-181.363, 26.168, 6.608, 16.516
-181.363, 25.947, 6.630, 16.549
-181.363, 25.725, 6.651, 16.582
-181.363, 25.503, 6.673, 16.615
-181.363, 25.280, 6.695, 16.648
-181.363, 25.056, 6.717, 16.681
-181.363, 24.831, 6.739, 16.714
-181.363, 24.606, 6.761, 16.747
-181.363, 24.380, 6.782, 16.780
-181.363, 24.153, 6.805, 16.813
-181.363, 23.926, 6.828, 16.846
-181.363, 23.698, 6.850, 16.879
-181.363, 23.469, 6.871, 16.912
-181.363, 23.239, 6.894, 16.945
-181.363, 23.009, 6.917, 16.978
-181.363, 22.778, 6.940, 17.011
-181.363, 22.546, 6.962, 17.044
-181.363, 22.313, 6.984, 17.077
-181.363, 22.080, 7.007, 17.110
-181.363, 21.845, 7.031, 17.143
-181.363, 21.610, 7.054, 17.176
-181.363, 21.375, 7.076, 17.209
-181.363, 21.138, 7.099, 17.242
-181.363, 20.901, 7.122, 17.275
-181.363, 20.663, 7.146, 17.308
-181.362, 20.424, 7.169, 17.341
-181.362, 20.184, 7.193, 17.374
-181.362, 19.944, 7.216, 17.407
-181.362, 19.703, 7.240, 17.440
-181.362, 19.461, 7.264, 17.473
-181.362, 19.218, 7.287, 17.506
-181.362, 18.975, 7.310, 17.539
-181.362, 18.730, 7.335, 17.572
-181.362, 18.485, 7.359, 17.605
-181.361, 18.239, 7.383, 17.638
-181.361, 17.992, 7.407, 17.671
-181.361, 17.745, 7.431, 17.704
-181.361, 17.497, 7.456, 17.737
-181.361, 17.247, 7.480, 17.770
-181.361, 16.997, 7.505, 17.803
-181.361, 16.747, 7.529, 17.836
-181.360, 16.495, 7.553, 17.869
-181.360, 16.243, 7.577, 17.902
-181.360, 15.989, 7.603, 17.935
-181.360, 15.735, 7.628, 17.968
-181.359, 15.480, 7.652, 18.001
-181.359, 15.225, 7.677, 18.034
-181.359, 14.968, 7.702, 18.067
-181.359, 14.711, 7.728, 18.100
-181.358, 14.453, 7.753, 18.133
-181.358, 14.194, 7.777, 18.166
-181.358, 13.934, 7.802, 18.199
-181.358, 13.673, 7.828, 18.232
-181.357, 13.411, 7.855, 18.265
-181.357, 13.149, 7.881, 18.298
-181.357, 12.885, 7.906, 18.331
-181.356, 12.621, 7.931, 18.364
-181.356, 12.356, 7.957, 18.397
-181.356, 12.090, 7.984, 18.430
-181.355, 11.824, 8.010, 18.463
-181.355, 11.556, 8.035, 18.496
-181.355, 11.287, 8.062, 18.529
-181.354, 11.018, 8.088, 18.562
-181.354, 10.748, 8.115, 18.595
-181.353, 10.477, 8.141, 18.628
-181.353, 10.205, 8.167, 18.661
-181.352, 9.932, 8.194, 18.694
-181.352, 9.658, 8.222, 18.727
-181.352, 9.383, 8.249, 18.760
-181.351, 9.107, 8.275, 18.793
-181.351, 8.831, 8.302, 18.826
-181.350, 8.554, 8.329, 18.859
-181.350, 8.275, 8.357, 18.892
-181.349, 7.996, 8.384, 18.925
-181.349, 7.716, 8.411, 18.958
-181.348, 7.435, 8.439, 18.991
-181.348, 7.153, 8.467, 19.024
-181.347, 6.870, 8.495, 19.057
-181.346, 6.586, 8.522, 19.090
-181.346, 6.301, 8.550, 19.123
-181.345, 6.015, 8.578, 19.156
-181.345, 5.729, 8.606, 19.189
-181.344, 5.441, 8.635, 19.222
-181.344, 5.153, 8.663, 19.255
-181.343, 4.863, 8.692, 19.288
-181.342, 4.573, 8.720, 19.321
-181.342, 4.281, 8.748, 19.354
-181.341, 3.989, 8.777, 19.387
-181.340, 3.696, 8.806, 19.420
-181.340, 3.401, 8.834, 19.453
-181.339, 3.106, 8.864, 19.486
-181.338, 2.810, 8.893, 19.519
-181.338, 2.513, 8.922, 19.552
-181.337, 2.215, 8.951, 19.585
-181.336, 1.916, 8.980, 19.618
-181.336, 1.616, 9.010, 19.651
-181.335, 1.315, 9.040, 19.684
-181.334, 1.012, 9.069, 19.717
-181.333, 0.709, 9.098, 19.750
-181.333, 0.405, 9.128, 19.783
-181.332, 0.100, 9.158, 19.816
-181.331, -0.206, 9.189, 19.849
-181.330, -0.513, 9.219, 19.882
-181.329, -0.821, 9.248, 19.915
-181.329, -1.130, 9.279, 19.948
-181.328, -1.440, 9.309, 19.981
-181.327, -1.751, 9.341, 20.014
-181.326, -2.063, 9.371, 20.047
-181.325, -2.376, 9.401, 20.080
-181.324, -2.690, 9.432, 20.113
-181.323, -3.006, 9.463, 20.146
-181.323, -3.322, 9.495, 20.179
-181.322, -3.639, 9.526, 20.212
-181.321, -3.957, 9.557, 20.245
-181.320, -4.277, 9.588, 20.278
-181.319, -4.597, 9.620, 20.311
-181.318, -4.919, 9.652, 20.344
-181.317, -5.241, 9.683, 20.377
-181.316, -5.565, 9.714, 20.410
-181.315, -5.889, 9.746, 20.443
-181.314, -6.215, 9.779, 20.476
-181.313, -6.542, 9.812, 20.509
-181.312, -6.870, 9.844, 20.542
-181.311, -7.199, 9.876, 20.575
-181.310, -7.529, 9.908, 20.608
-181.309, -7.860, 9.940, 20.641
-181.308, -8.192, 9.973, 20.674
-181.307, -8.525, 10.006, 20.707
-181.306, -8.860, 10.040, 20.740
-181.305, -9.195, 10.072, 20.773
-181.304, -9.532, 10.105, 20.806
-181.303, -9.869, 10.138, 20.839
-181.302, -10.208, 10.172, 20.872
-181.300, -10.548, 10.205, 20.905
-181.299, -10.889, 10.238, 20.938
-181.298, -11.231, 10.272, 20.971
-181.297, -11.574, 10.306, 21.004
-181.296, -11.919, 10.340, 21.037
-181.295, -12.264, 10.373, 21.070
-181.294, -12.611, 10.408, 21.103
-181.292, -12.959, 10.442, 21.136
-181.291, -13.308, 10.476, 21.169
-181.290, -13.658, 10.511, 21.202
-181.289, -14.009, 10.546, 21.235
-181.288, -14.361, 10.580, 21.268
-181.286, -14.715, 10.615, 21.301
-181.285, -15.070, 10.649, 21.334
-181.284, -15.426, 10.685, 21.367
-181.283, -15.783, 10.720, 21.400
-181.281, -16.141, 10.756, 21.433
-181.280, -16.500, 10.791, 21.466
-181.279, -16.861, 10.826, 21.499
-181.277, -17.223, 10.862, 21.532
-181.276, -17.586, 10.898, 21.565
-181.275, -17.950, 10.934, 21.598
-181.273, -18.315, 10.969, 21.631
-181.272, -18.682, 11.005, 21.664
-181.271, -19.050, 11.041, 21.697
-181.269, -19.419, 11.078, 21.730
-181.268, -19.789, 11.115, 21.763
-181.266, -20.160, 11.152, 21.796
-181.265, -20.533, 11.188, 21.829
-181.264, -20.907, 11.225, 21.862
-181.262, -21.282, 11.262, 21.895
-181.261, -21.658, 11.299, 21.928
-181.259, -22.036, 11.337, 21.961
-181.258, -22.415, 11.374, 21.994
-181.256, -22.795, 11.411, 22.027
-181.255, -23.176, 11.448, 22.060
-181.253, -23.558, 11.486, 22.093
-181.252, -23.942, 11.524, 22.126
-181.250, -24.327, 11.563, 22.159
-181.249, -24.714, 11.601, 22.192
-181.247, -25.101, 11.639, 22.225
-181.245, -25.490, 11.677, 22.258
-181.244, -25.881, 11.716, 22.291
-181.242, -26.272, 11.755, 22.324
-181.241, -26.665, 11.793, 22.357
-181.239, -27.059, 11.833, 22.390
-181.237, -27.454, 11.872, 22.423
-181.236, -27.851, 11.911, 22.456
-181.234, -28.249, 11.951, 22.489
-181.232, -28.649, 11.991, 22.522
-181.231, -29.049, 12.030, 22.555
-181.229, -29.451, 12.069, 22.588
-181.227, -29.855, 12.109, 22.621
-181.226, -30.259, 12.149, 22.654
-181.224, -30.665, 12.190, 22.687
-181.222, -31.073, 12.230, 22.720
-181.220, -31.481, 12.271, 22.753
-181.218, -31.891, 12.311, 22.786
-181.217, -32.303, 12.352, 22.819
-181.215, -32.715, 12.392, 22.852
-181.213, -33.130, 12.433, 22.885
-181.211, -33.545, 12.474, 22.918
-181.209, -33.962, 12.516, 22.951
-181.207, -34.380, 12.558, 22.984
-181.206, -34.800, 12.599, 23.017
-181.204, -35.221, 12.641, 23.050
